"STATION","NAME","DATE","PRCP","SNOW","TAVG","TMAX","TMIN"
"USC00421759","COTTONWOOD WEIR, UT US","1948-01-23","0.28","0.0",,"42","33"
"USC00421759","COTTONWOOD WEIR, UT US","1948-01-24","0.03","0.0",,"41","32"
"USC00421759","COTTONWOOD WEIR, UT US","1948-01-25","0.01","0.0",,"34","25"
"USC00421759","COTTONWOOD WEIR, UT US","1948-01-26","0.00","0.0",,"27","9"
"USC00421759","COTTONWOOD WEIR, UT US","1948-01-27","0.00","0.0",,"27","2"
"USC00421759","COTTONWOOD WEIR, UT US","1948-01-28","0.00","0.0",,"32","7"
"USC00421759","COTTONWOOD WEIR, UT US","1948-01-29","0.00","0.0",,"39","12"
"USC00421759","COTTONWOOD WEIR, UT US","1948-01-30","0.00","0.0",,"39","16"
"USC00421759","COTTONWOOD WEIR, UT US","1948-01-31","0.00","0.0",,"42","18"
"USC00421759","COTTONWOOD WEIR, UT US","1948-02-01","0.00","0.0",,"52","25"
"USC00421759","COTTONWOOD WEIR, UT US","1948-02-02","0.00","0.0",,"53","29"
"USC00421759","COTTONWOOD WEIR, UT US","1948-02-03","0.00","0.0",,"38","22"
"USC00421759","COTTONWOOD WEIR, UT US","1948-02-04","0.00","0.0",,"43","18"
"USC00421759","COTTONWOOD WEIR, UT US","1948-02-05","0.00","0.0",,"40","21"
"USC00421759","COTTONWOOD WEIR, UT US","1948-02-06","0.05","0.5",,"40","28"
"USC00421759","COTTONWOOD WEIR, UT US","1948-02-07","0.22","3.5",,"33","14"
"USC00421759","COTTONWOOD WEIR, UT US","1948-02-08","0.00","0.0",,"36","14"
"USC00421759","COTTONWOOD WEIR, UT US","1948-02-09","0.00","0.0",,"48","14"
"USC00421759","COTTONWOOD WEIR, UT US","1948-02-10","0.43","5.0",,"42","19"
"USC00421759","COTTONWOOD WEIR, UT US","1948-02-11","0.00","0.0",,"33","10"
"USC00421759","COTTONWOOD WEIR, UT US","1948-02-12","0.00","0.0",,"32","2"
"USC00421759","COTTONWOOD WEIR, UT US","1948-02-13","0.00","0.0",,"43","14"
"USC00421759","COTTONWOOD WEIR, UT US","1948-02-14","0.00","0.0",,"47","23"
"USC00421759","COTTONWOOD WEIR, UT US","1948-02-15","0.00","0.0",,"50","31"
"USC00421759","COTTONWOOD WEIR, UT US","1948-02-16","0.00","0.0",,"60","36"
"USC00421759","COTTONWOOD WEIR, UT US","1948-02-17","0.00","0.0",,"62","40"
"USC00421759","COTTONWOOD WEIR, UT US","1948-02-18","0.00","0.0",,"56","40"
"USC00421759","COTTONWOOD WEIR, UT US","1948-02-19","0.08","0.0",,"56","31"
"USC00421759","COTTONWOOD WEIR, UT US","1948-02-20","0.00","0.0",,"50","33"
"USC00421759","COTTONWOOD WEIR, UT US","1948-02-21","0.00","0.0",,"49","31"
"USC00421759","COTTONWOOD WEIR, UT US","1948-02-22","0.47","3.5",,"47","32"
"USC00421759","COTTONWOOD WEIR, UT US","1948-02-23","0.00","0.0",,"41","22"
"USC00421759","COTTONWOOD WEIR, UT US","1948-02-24","0.00","0.0",,"44","26"
"USC00421759","COTTONWOOD WEIR, UT US","1948-02-25","0.00","0.0",,"47","21"
"USC00421759","COTTONWOOD WEIR, UT US","1948-02-26","0.00","0.0",,"52","26"
"USC00421759","COTTONWOOD WEIR, UT US","1948-02-27","0.12","1.0",,"44","31"
"USC00421759","COTTONWOOD WEIR, UT US","1948-02-28","0.00","0.0",,"39","27"
"USC00421759","COTTONWOOD WEIR, UT US","1948-02-29","0.00","0.0",,"44","24"
"USC00421759","COTTONWOOD WEIR, UT US","1948-03-01","0.00","0.0",,"42","25"
"USC00421759","COTTONWOOD WEIR, UT US","1948-03-02","0.47","5.0",,"44","24"
"USC00421759","COTTONWOOD WEIR, UT US","1948-03-03","0.15","2.5",,"30","15"
"USC00421759","COTTONWOOD WEIR, UT US","1948-03-04","0.00","0.0",,"38","16"
"USC00421759","COTTONWOOD WEIR, UT US","1948-03-05","0.00","0.0",,"41","17"
"USC00421759","COTTONWOOD WEIR, UT US","1948-03-06","0.00","0.0",,"44","21"
"USC00421759","COTTONWOOD WEIR, UT US","1948-03-07","0.00","0.0",,"47","21"
"USC00421759","COTTONWOOD WEIR, UT US","1948-03-08","0.04","0.0",,"39","30"
"USC00421759","COTTONWOOD WEIR, UT US","1948-03-09","0.42","4.0",,"35","27"
"USC00421759","COTTONWOOD WEIR, UT US","1948-03-10","0.37","6.0",,"35","20"
"USC00421759","COTTONWOOD WEIR, UT US","1948-03-11","0.00","0.0",,"41","11"
"USC00421759","COTTONWOOD WEIR, UT US","1948-03-12","0.00","0.0",,"49","17"
"USC00421759","COTTONWOOD WEIR, UT US","1948-03-13","0.00","0.0",,"58","34"
"USC00421759","COTTONWOOD WEIR, UT US","1948-03-14","0.34","2.0",,"52","38"
"USC00421759","COTTONWOOD WEIR, UT US","1948-03-15","0.00","0.0",,"43","24"
"USC00421759","COTTONWOOD WEIR, UT US","1948-03-16","0.00","0.0",,"47","25"
"USC00421759","COTTONWOOD WEIR, UT US","1948-03-17","0.00","0.0",,"48","33"
"USC00421759","COTTONWOOD WEIR, UT US","1948-03-18","0.17","2.0",,"45","31"
"USC00421759","COTTONWOOD WEIR, UT US","1948-03-19","0.03","0.0",,"45","34"
"USC00421759","COTTONWOOD WEIR, UT US","1948-03-20","0.50","5.5",,"39","20"
"USC00421759","COTTONWOOD WEIR, UT US","1948-03-21","0.00","0.0",,"44","18"
"USC00421759","COTTONWOOD WEIR, UT US","1948-03-22","0.00","0.0",,"62","24"
"USC00421759","COTTONWOOD WEIR, UT US","1948-03-23","0.00","0.0",,"64","38"
"USC00421759","COTTONWOOD WEIR, UT US","1948-03-24","0.00","0.0",,"59","44"
"USC00421759","COTTONWOOD WEIR, UT US","1948-03-25","0.55","5.0",,"55","27"
"USC00421759","COTTONWOOD WEIR, UT US","1948-03-26","0.00","0.0",,"45","24"
"USC00421759","COTTONWOOD WEIR, UT US","1948-03-27","0.00","0.0",,"53","26"
"USC00421759","COTTONWOOD WEIR, UT US","1948-03-28","0.00","0.0",,"65","32"
"USC00421759","COTTONWOOD WEIR, UT US","1948-03-29","0.03","0.0",,"59","38"
"USC00421759","COTTONWOOD WEIR, UT US","1948-03-30","0.93","6.0",,"44","32"
"USC00421759","COTTONWOOD WEIR, UT US","1948-03-31","0.00","0.0",,"47","20"
"USC00421759","COTTONWOOD WEIR, UT US","1948-04-01","0.00","0.0",,"61","34"
"USC00421759","COTTONWOOD WEIR, UT US","1948-04-02","0.00","0.0",,"67","43"
"USC00421759","COTTONWOOD WEIR, UT US","1948-04-03","0.09","0.0",,"59","37"
"USC00421759","COTTONWOOD WEIR, UT US","1948-04-04","0.32","0.0",,"54","31"
"USC00421759","COTTONWOOD WEIR, UT US","1948-04-05","0.00","0.0",,"55","34"
"USC00421759","COTTONWOOD WEIR, UT US","1948-04-06","0.44","5.5",,"55","31"
"USC00421759","COTTONWOOD WEIR, UT US","1948-04-07","0.01","0.0",,"51","24"
"USC00421759","COTTONWOOD WEIR, UT US","1948-04-08","0.00","0.0",,"61","33"
"USC00421759","COTTONWOOD WEIR, UT US","1948-04-09","0.00","0.0",,"66","43"
"USC00421759","COTTONWOOD WEIR, UT US","1948-04-10","0.45","0.0",,"60","34"
"USC00421759","COTTONWOOD WEIR, UT US","1948-04-11","0.00","0.0",,"51","34"
"USC00421759","COTTONWOOD WEIR, UT US","1948-04-12","0.06","0.0",,"51","33"
"USC00421759","COTTONWOOD WEIR, UT US","1948-04-13","0.00","0.0",,"66","37"
"USC00421759","COTTONWOOD WEIR, UT US","1948-04-14","0.00","0.0",,"66","49"
"USC00421759","COTTONWOOD WEIR, UT US","1948-04-15","0.00","0.0",,"73","43"
"USC00421759","COTTONWOOD WEIR, UT US","1948-04-16","0.00","0.0",,"79","53"
"USC00421759","COTTONWOOD WEIR, UT US","1948-04-17","0.00","0.0",,"74","57"
"USC00421759","COTTONWOOD WEIR, UT US","1948-04-18","0.34","0.0",,"72","37"
"USC00421759","COTTONWOOD WEIR, UT US","1948-04-19","0.00","0.0",,"64","37"
"USC00421759","COTTONWOOD WEIR, UT US","1948-04-20","0.00","0.0",,"75","40"
"USC00421759","COTTONWOOD WEIR, UT US","1948-04-21","0.00","0.0",,"73","56"
"USC00421759","COTTONWOOD WEIR, UT US","1948-04-22","0.11","0.0",,"70","45"
"USC00421759","COTTONWOOD WEIR, UT US","1948-04-23","0.05","0.0",,"55","36"
"USC00421759","COTTONWOOD WEIR, UT US","1948-04-24","0.04","0.0",,"57","35"
"USC00421759","COTTONWOOD WEIR, UT US","1948-04-25","0.11","0.0",,"55","39"
"USC00421759","COTTONWOOD WEIR, UT US","1948-04-26","0.00","0.0",,"56","35"
"USC00421759","COTTONWOOD WEIR, UT US","1948-04-27","0.00","0.0",,"74","35"
"USC00421759","COTTONWOOD WEIR, UT US","1948-04-28","0.00","0.0",,"82","60"
"USC00421759","COTTONWOOD WEIR, UT US","1948-04-29","0.00","0.0",,"78","52"
"USC00421759","COTTONWOOD WEIR, UT US","1948-04-30","0.00","0.0",,"54","40"
"USC00421759","COTTONWOOD WEIR, UT US","1948-05-01","0.14","0.0",,"56","33"
"USC00421759","COTTONWOOD WEIR, UT US","1948-05-02","0.00","0.0",,"57","35"
"USC00421759","COTTONWOOD WEIR, UT US","1948-05-03","0.00","0.0",,"66","33"
"USC00421759","COTTONWOOD WEIR, UT US","1948-05-04","0.00","0.0",,"62","46"
"USC00421759","COTTONWOOD WEIR, UT US","1948-05-05","0.00","0.0",,"64","34"
"USC00421759","COTTONWOOD WEIR, UT US","1948-05-06","0.00","0.0",,"80","43"
"USC00421759","COTTONWOOD WEIR, UT US","1948-05-07","0.02","0.0",,"79","45"
"USC00421759","COTTONWOOD WEIR, UT US","1948-05-08","0.72","0.5",,"48","33"
"USC00421759","COTTONWOOD WEIR, UT US","1948-05-09","0.01","0.0",,"52","31"
"USC00421759","COTTONWOOD WEIR, UT US","1948-05-10","0.00","0.0",,"59","31"
"USC00421759","COTTONWOOD WEIR, UT US","1948-05-11","0.00","0.0",,"63","41"
"USC00421759","COTTONWOOD WEIR, UT US","1948-05-12","0.00","0.0",,"71","43"
"USC00421759","COTTONWOOD WEIR, UT US","1948-05-13","0.00","0.0",,"80","52"
"USC00421759","COTTONWOOD WEIR, UT US","1948-05-14","0.00","0.0",,"77","47"
"USC00421759","COTTONWOOD WEIR, UT US","1948-05-15","0.00","0.0",,"80","45"
"USC00421759","COTTONWOOD WEIR, UT US","1948-05-16","0.00","0.0",,"92","50"
"USC00421759","COTTONWOOD WEIR, UT US","1948-05-17","0.00","0.0",,"89","61"
"USC00421759","COTTONWOOD WEIR, UT US","1948-05-18","0.00","0.0",,"86","61"
"USC00421759","COTTONWOOD WEIR, UT US","1948-05-19","0.00","0.0",,"72","46"
"USC00421759","COTTONWOOD WEIR, UT US","1948-05-20","0.00","0.0",,"82","41"
"USC00421759","COTTONWOOD WEIR, UT US","1948-05-21","0.00","0.0",,"83","47"
"USC00421759","COTTONWOOD WEIR, UT US","1948-05-22","0.00","0.0",,"78","43"
"USC00421759","COTTONWOOD WEIR, UT US","1948-05-23","0.00","0.0",,"78","48"
"USC00421759","COTTONWOOD WEIR, UT US","1948-05-24","0.00","0.0",,"82","53"
"USC00421759","COTTONWOOD WEIR, UT US","1948-05-25","0.00","0.0",,"84","51"
"USC00421759","COTTONWOOD WEIR, UT US","1948-05-26","0.00","0.0",,"84","59"
"USC00421759","COTTONWOOD WEIR, UT US","1948-05-27","0.00","0.0",,"86","53"
"USC00421759","COTTONWOOD WEIR, UT US","1948-05-28","0.00","0.0",,"81","57"
"USC00421759","COTTONWOOD WEIR, UT US","1948-05-29","0.00","0.0",,"73","48"
"USC00421759","COTTONWOOD WEIR, UT US","1948-05-30","0.00","0.0",,"83","54"
"USC00421759","COTTONWOOD WEIR, UT US","1948-05-31","0.00","0.0",,"86","58"
"USC00421759","COTTONWOOD WEIR, UT US","1948-06-01","0.00","0.0",,"84","53"
"USC00421759","COTTONWOOD WEIR, UT US","1948-06-02","0.36","0.0",,"72","51"
"USC00421759","COTTONWOOD WEIR, UT US","1948-06-03","0.50","0.0",,"72","45"
"USC00421759","COTTONWOOD WEIR, UT US","1948-06-04","0.00","0.0",,"80","54"
"USC00421759","COTTONWOOD WEIR, UT US","1948-06-05","0.00","0.0",,"84","59"
"USC00421759","COTTONWOOD WEIR, UT US","1948-06-06","0.00","0.0",,"89","61"
"USC00421759","COTTONWOOD WEIR, UT US","1948-06-07","0.00","0.0",,"85","59"
"USC00421759","COTTONWOOD WEIR, UT US","1948-06-08","0.00","0.0",,"87","57"
"USC00421759","COTTONWOOD WEIR, UT US","1948-06-09","0.00","0.0",,"90","65"
"USC00421759","COTTONWOOD WEIR, UT US","1948-06-10","0.00","0.0",,"91","64"
"USC00421759","COTTONWOOD WEIR, UT US","1948-06-11","0.00","0.0",,"88","61"
"USC00421759","COTTONWOOD WEIR, UT US","1948-06-12","0.00","0.0",,"89","57"
"USC00421759","COTTONWOOD WEIR, UT US","1948-06-13","0.00","0.0",,"88","55"
"USC00421759","COTTONWOOD WEIR, UT US","1948-06-14","0.00","0.0",,"88","65"
"USC00421759","COTTONWOOD WEIR, UT US","1948-06-15","0.00","0.0",,"90","52"
"USC00421759","COTTONWOOD WEIR, UT US","1948-06-16","0.00","0.0",,"89","61"
"USC00421759","COTTONWOOD WEIR, UT US","1948-06-17","0.00","0.0",,"87","51"
"USC00421759","COTTONWOOD WEIR, UT US","1948-06-18","0.00","0.0",,"86","53"
"USC00421759","COTTONWOOD WEIR, UT US","1948-06-19","0.00","0.0",,"78","61"
"USC00421759","COTTONWOOD WEIR, UT US","1948-06-20","0.00","0.0",,"74","49"
"USC00421759","COTTONWOOD WEIR, UT US","1948-06-21","1.31","0.0",,"67","48"
"USC00421759","COTTONWOOD WEIR, UT US","1948-06-22","0.43","0.0",,"60","43"
"USC00421759","COTTONWOOD WEIR, UT US","1948-06-23","0.00","0.0",,"69","43"
"USC00421759","COTTONWOOD WEIR, UT US","1948-06-24","0.00","0.0",,"80","53"
"USC00421759","COTTONWOOD WEIR, UT US","1948-06-25","0.00","0.0",,"81","57"
"USC00421759","COTTONWOOD WEIR, UT US","1948-06-26","0.20","0.0",,"79","56"
"USC00421759","COTTONWOOD WEIR, UT US","1948-06-27","0.00","0.0",,"79","55"
"USC00421759","COTTONWOOD WEIR, UT US","1948-06-28","0.00","0.0",,"85","56"
"USC00421759","COTTONWOOD WEIR, UT US","1948-06-29","0.00","0.0",,"90","62"
"USC00421759","COTTONWOOD WEIR, UT US","1948-06-30","0.00","0.0",,"95","65"
"USC00421759","COTTONWOOD WEIR, UT US","1948-07-01","0.00","0.0",,"88","71"
"USC00421759","COTTONWOOD WEIR, UT US","1948-07-02","0.00","0.0",,"90","71"
"USC00421759","COTTONWOOD WEIR, UT US","1948-07-03","0.00","0.0",,"90","70"
"USC00421759","COTTONWOOD WEIR, UT US","1948-07-04","0.00","0.0",,"93","58"
"USC00421759","COTTONWOOD WEIR, UT US","1948-07-05","0.00","0.0",,"91","63"
"USC00421759","COTTONWOOD WEIR, UT US","1948-07-06","0.00","0.0",,"92","66"
"USC00421759","COTTONWOOD WEIR, UT US","1948-07-07","0.00","0.0",,"91","67"
"USC00421759","COTTONWOOD WEIR, UT US","1948-07-08","0.00","0.0",,"94","56"
"USC00421759","COTTONWOOD WEIR, UT US","1948-07-09","0.00","0.0",,"99","67"
"USC00421759","COTTONWOOD WEIR, UT US","1948-07-10","0.00","0.0",,"101","69"
"USC00421759","COTTONWOOD WEIR, UT US","1948-07-11","0.00","0.0",,"100","66"
"USC00421759","COTTONWOOD WEIR, UT US","1948-07-12","0.00","0.0",,"96","62"
"USC00421759","COTTONWOOD WEIR, UT US","1948-07-13","0.05","0.0",,"91","67"
"USC00421759","COTTONWOOD WEIR, UT US","1948-07-14","0.00","0.0",,"88","60"
"USC00421759","COTTONWOOD WEIR, UT US","1948-07-15","0.00","0.0",,"90","63"
"USC00421759","COTTONWOOD WEIR, UT US","1948-07-16","0.00","0.0",,"92","61"
"USC00421759","COTTONWOOD WEIR, UT US","1948-07-17","0.00","0.0",,"98","62"
"USC00421759","COTTONWOOD WEIR, UT US","1948-07-18","0.00","0.0",,"99","71"
"USC00421759","COTTONWOOD WEIR, UT US","1948-07-19","0.06","0.0",,"96","66"
"USC00421759","COTTONWOOD WEIR, UT US","1948-07-20","0.02","0.0",,"87","56"
"USC00421759","COTTONWOOD WEIR, UT US","1948-07-21","0.00","0.0",,"92","64"
"USC00421759","COTTONWOOD WEIR, UT US","1948-07-22","0.00","0.0",,"98","68"
"USC00421759","COTTONWOOD WEIR, UT US","1948-07-23","0.07","0.0",,"96","66"
"USC00421759","COTTONWOOD WEIR, UT US","1948-07-24","0.20","0.0",,"89","61"
"USC00421759","COTTONWOOD WEIR, UT US","1948-07-25","0.02","0.0",,"90","64"
"USC00421759","COTTONWOOD WEIR, UT US","1948-07-26","0.00","0.0",,"97","67"
"USC00421759","COTTONWOOD WEIR, UT US","1948-07-27","0.00","0.0",,"100","71"
"USC00421759","COTTONWOOD WEIR, UT US","1948-07-28","0.00","0.0",,"97","47"
"USC00421759","COTTONWOOD WEIR, UT US","1948-07-29","0.00","0.0",,"82","52"
"USC00421759","COTTONWOOD WEIR, UT US","1948-07-30","0.00","0.0",,"93","61"
"USC00421759","COTTONWOOD WEIR, UT US","1948-07-31","0.00","0.0",,"99","69"
"USC00421759","COTTONWOOD WEIR, UT US","1948-08-01","0.00","0.0",,"96","62"
"USC00421759","COTTONWOOD WEIR, UT US","1948-08-02","0.00","0.0",,"92","60"
"USC00421759","COTTONWOOD WEIR, UT US","1948-08-03","0.00","0.0",,"96","66"
"USC00421759","COTTONWOOD WEIR, UT US","1948-08-04","0.00","0.0",,"92","61"
"USC00421759","COTTONWOOD WEIR, UT US","1948-08-05","0.93","0.0",,"91","57"
"USC00421759","COTTONWOOD WEIR, UT US","1948-08-06","0.12","0.0",,"89","59"
"USC00421759","COTTONWOOD WEIR, UT US","1948-08-07","0.01","0.0",,"91","60"
"USC00421759","COTTONWOOD WEIR, UT US","1948-08-08","0.36","0.0",,"85","58"
"USC00421759","COTTONWOOD WEIR, UT US","1948-08-09","0.00","0.0",,"87","55"
"USC00421759","COTTONWOOD WEIR, UT US","1948-08-10","0.00","0.0",,"89","57"
"USC00421759","COTTONWOOD WEIR, UT US","1948-08-11","0.00","0.0",,"90","65"
"USC00421759","COTTONWOOD WEIR, UT US","1948-08-12","0.00","0.0",,"93","66"
"USC00421759","COTTONWOOD WEIR, UT US","1948-08-13","0.00","0.0",,"93","64"
"USC00421759","COTTONWOOD WEIR, UT US","1948-08-14","0.00","0.0",,"94","66"
"USC00421759","COTTONWOOD WEIR, UT US","1948-08-15","0.00","0.0",,"94","68"
"USC00421759","COTTONWOOD WEIR, UT US","1948-08-16","0.00","0.0",,"95","70"
"USC00421759","COTTONWOOD WEIR, UT US","1948-08-17","0.00","0.0",,"96","69"
"USC00421759","COTTONWOOD WEIR, UT US","1948-08-18","0.00","0.0",,"96","67"
"USC00421759","COTTONWOOD WEIR, UT US","1948-08-19","0.00","0.0",,"94","80"
"USC00421759","COTTONWOOD WEIR, UT US","1948-08-20","0.00","0.0",,"87","51"
"USC00421759","COTTONWOOD WEIR, UT US","1948-08-21","0.00","0.0",,"92","61"
"USC00421759","COTTONWOOD WEIR, UT US","1948-08-22","0.00","0.0",,"90","74"
"USC00421759","COTTONWOOD WEIR, UT US","1948-08-23","0.00","0.0",,"90","71"
"USC00421759","COTTONWOOD WEIR, UT US","1948-08-24","0.00","0.0",,"88","50"
"USC00421759","COTTONWOOD WEIR, UT US","1948-08-25","0.00","0.0",,"82","56"
"USC00421759","COTTONWOOD WEIR, UT US","1948-08-26","0.00","0.0",,"93","62"
"USC00421759","COTTONWOOD WEIR, UT US","1948-08-27","0.00","0.0",,"95","68"
"USC00421759","COTTONWOOD WEIR, UT US","1948-08-28","0.00","0.0",,"98","71"
"USC00421759","COTTONWOOD WEIR, UT US","1948-08-29","0.00","0.0",,"102","71"
"USC00421759","COTTONWOOD WEIR, UT US","1948-08-30","0.00","0.0",,"100","73"
"USC00421759","COTTONWOOD WEIR, UT US","1948-08-31","0.00","0.0",,"98","68"
"USC00421759","COTTONWOOD WEIR, UT US","1948-09-01","0.00","0.0",,"98","70"
"USC00421759","COTTONWOOD WEIR, UT US","1948-09-02","0.00","0.0",,"97","71"
"USC00421759","COTTONWOOD WEIR, UT US","1948-09-03","0.00","0.0",,"96","70"
"USC00421759","COTTONWOOD WEIR, UT US","1948-09-04","0.00","0.0",,"92","67"
"USC00421759","COTTONWOOD WEIR, UT US","1948-09-05","0.00","0.0",,"86","55"
"USC00421759","COTTONWOOD WEIR, UT US","1948-09-06","0.00","0.0",,"83","51"
"USC00421759","COTTONWOOD WEIR, UT US","1948-09-07","0.00","0.0",,"79","52"
"USC00421759","COTTONWOOD WEIR, UT US","1948-09-08","0.00","0.0",,"82","54"
"USC00421759","COTTONWOOD WEIR, UT US","1948-09-09","0.00","0.0",,"85","58"
"USC00421759","COTTONWOOD WEIR, UT US","1948-09-10","0.00","0.0",,"92","62"
"USC00421759","COTTONWOOD WEIR, UT US","1948-09-11","0.00","0.0",,"94","64"
"USC00421759","COTTONWOOD WEIR, UT US","1948-09-12","0.00","0.0",,"92","62"
"USC00421759","COTTONWOOD WEIR, UT US","1948-09-13","0.00","0.0",,"96","62"
"USC00421759","COTTONWOOD WEIR, UT US","1948-09-14","0.00","0.0",,"96","62"
"USC00421759","COTTONWOOD WEIR, UT US","1948-09-15","0.00","0.0",,"93","68"
"USC00421759","COTTONWOOD WEIR, UT US","1948-09-16","0.00","0.0",,"88","66"
"USC00421759","COTTONWOOD WEIR, UT US","1948-09-17","0.00","0.0",,"86","58"
"USC00421759","COTTONWOOD WEIR, UT US","1948-09-18","0.00","0.0",,"82","61"
"USC00421759","COTTONWOOD WEIR, UT US","1948-09-19","0.46","0.0",,"65","48"
"USC00421759","COTTONWOOD WEIR, UT US","1948-09-20","0.00","0.0",,"78","50"
"USC00421759","COTTONWOOD WEIR, UT US","1948-09-21","0.00","0.0",,"85","56"
"USC00421759","COTTONWOOD WEIR, UT US","1948-09-22","0.00","0.0",,"83","61"
"USC00421759","COTTONWOOD WEIR, UT US","1948-09-23","0.00","0.0",,"82","50"
"USC00421759","COTTONWOOD WEIR, UT US","1948-09-24","0.05","0.0",,"75","43"
"USC00421759","COTTONWOOD WEIR, UT US","1948-09-25","0.08","0.0",,"77","42"
"USC00421759","COTTONWOOD WEIR, UT US","1948-09-26","0.00","0.0",,"66","39"
"USC00421759","COTTONWOOD WEIR, UT US","1948-09-27","0.00","0.0",,"69","40"
"USC00421759","COTTONWOOD WEIR, UT US","1948-09-28","0.00","0.0",,"76","41"
"USC00421759","COTTONWOOD WEIR, UT US","1948-09-29","0.00","0.0",,"80","50"
"USC00421759","COTTONWOOD WEIR, UT US","1948-09-30","0.00","0.0",,"82","54"
"USC00421759","COTTONWOOD WEIR, UT US","1948-10-01","0.00","0.0",,"82","55"
"USC00421759","COTTONWOOD WEIR, UT US","1948-10-02","0.00","0.0",,"86","56"
"USC00421759","COTTONWOOD WEIR, UT US","1948-10-03","0.00","0.0",,"80","59"
"USC00421759","COTTONWOOD WEIR, UT US","1948-10-04","0.01","0.0",,"77","59"
"USC00421759","COTTONWOOD WEIR, UT US","1948-10-05","0.40","0.0",,"61","42"
"USC00421759","COTTONWOOD WEIR, UT US","1948-10-06","0.00","0.0",,"57","36"
"USC00421759","COTTONWOOD WEIR, UT US","1948-10-07","0.00","0.0",,"69","38"
"USC00421759","COTTONWOOD WEIR, UT US","1948-10-08","0.00","0.0",,"76","42"
"USC00421759","COTTONWOOD WEIR, UT US","1948-10-09","0.00","0.0",,"76","52"
"USC00421759","COTTONWOOD WEIR, UT US","1948-10-10","0.00","0.0",,"77","47"
"USC00421759","COTTONWOOD WEIR, UT US","1948-10-11","0.00","0.0",,"81","56"
"USC00421759","COTTONWOOD WEIR, UT US","1948-10-12","0.00","0.0",,"81","51"
"USC00421759","COTTONWOOD WEIR, UT US","1948-10-13","0.00","0.0",,"82","57"
"USC00421759","COTTONWOOD WEIR, UT US","1948-10-14","0.16","0.0",,"78","51"
"USC00421759","COTTONWOOD WEIR, UT US","1948-10-15","0.24","0.0",,"53","44"
"USC00421759","COTTONWOOD WEIR, UT US","1948-10-16","0.00","0.0",,"58","42"
"USC00421759","COTTONWOOD WEIR, UT US","1948-10-17","0.00","0.0",,"61","33"
"USC00421759","COTTONWOOD WEIR, UT US","1948-10-18","0.00","0.0",,"67","31"
"USC00421759","COTTONWOOD WEIR, UT US","1948-10-19","0.00","0.0",,"67","38"
"USC00421759","COTTONWOOD WEIR, UT US","1948-10-20","0.00","0.0",,"66","35"
"USC00421759","COTTONWOOD WEIR, UT US","1948-10-21","0.00","0.0",,"70","38"
"USC00421759","COTTONWOOD WEIR, UT US","1948-10-22","0.00","0.0",,"72","42"
"USC00421759","COTTONWOOD WEIR, UT US","1948-10-23","0.00","0.0",,"76","42"
"USC00421759","COTTONWOOD WEIR, UT US","1948-10-24","0.00","0.0",,"75","47"
"USC00421759","COTTONWOOD WEIR, UT US","1948-10-25","0.00","0.0",,"68","41"
"USC00421759","COTTONWOOD WEIR, UT US","1948-10-26","0.00","0.0",,"64","38"
"USC00421759","COTTONWOOD WEIR, UT US","1948-10-27","0.00","0.0",,"51","37"
"USC00421759","COTTONWOOD WEIR, UT US","1948-10-28","0.40","0.0",,"38","33"
"USC00421759","COTTONWOOD WEIR, UT US","1948-10-29","0.04","0.0",,"57","30"
"USC00421759","COTTONWOOD WEIR, UT US","1948-10-30","0.00","0.0",,"61","36"
"USC00421759","COTTONWOOD WEIR, UT US","1948-10-31","0.00","0.0",,"62","38"
"USC00421759","COTTONWOOD WEIR, UT US","1948-11-01","0.00","0.0",,"64","37"
"USC00421759","COTTONWOOD WEIR, UT US","1948-11-02","0.00","0.0",,"63","45"
"USC00421759","COTTONWOOD WEIR, UT US","1948-11-03","0.04","0.0",,"59","40"
"USC00421759","COTTONWOOD WEIR, UT US","1948-11-04","0.31","2.5",,"43","28"
"USC00421759","COTTONWOOD WEIR, UT US","1948-11-05","0.00","0.0",,"46","25"
"USC00421759","COTTONWOOD WEIR, UT US","1948-11-06","0.00","0.0",,"45","30"
"USC00421759","COTTONWOOD WEIR, UT US","1948-11-07","0.63","5.0",,"42","27"
"USC00421759","COTTONWOOD WEIR, UT US","1948-11-08","0.00","0.0",,"39","15"
"USC00421759","COTTONWOOD WEIR, UT US","1948-11-09","0.00","0.0",,"40","20"
"USC00421759","COTTONWOOD WEIR, UT US","1948-11-10","0.00","0.0",,"39","22"
"USC00421759","COTTONWOOD WEIR, UT US","1948-11-11","0.10","0.0",,"40","28"
"USC00421759","COTTONWOOD WEIR, UT US","1948-11-12","0.00","0.0",,"48","30"
"USC00421759","COTTONWOOD WEIR, UT US","1948-11-13","0.00","0.0",,"60","32"
"USC00421759","COTTONWOOD WEIR, UT US","1948-11-14","0.00","0.0",,"70","39"
"USC00421759","COTTONWOOD WEIR, UT US","1948-11-15","0.00","0.0",,"62","45"
"USC00421759","COTTONWOOD WEIR, UT US","1948-11-16","0.00","0.0",,"59","29"
"USC00421759","COTTONWOOD WEIR, UT US","1948-11-17","0.67","2.5",,"56","30"
"USC00421759","COTTONWOOD WEIR, UT US","1948-11-18","0.00","0.0",,"39","17"
"USC00421759","COTTONWOOD WEIR, UT US","1948-11-19","0.11","1.5",,"33","19"
"USC00421759","COTTONWOOD WEIR, UT US","1948-11-20","0.22","4.5",,"33","25"
